code,term
1003381002,Onycho-tricho-dysplasia neutropenia syndrome
1003551006,Agenesis of spleen
10294000,Reactive mastocytosis
1052325005,Exacerbation of psoriasis due to human immunodeficiency virus infection
105601003,Quantitative disorder of neutrophils
105602005,Quantitative abnormality of granulocytes
10564005,Severe hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin
10755671000119100,Human immunodeficiency virus in mother complicating childbirth
10759351000119103,Sickle cell anemia in mother complicating childbirth
108521000119103,History of reticulosarcoma
108631000119101,History of autologous bone marrow transplant
1090241000000107,Angioimmunoblastic T-cell lymphoma with dysproteinaemia
1091861000000100,"Follicular lymphoma, cutaneous follicle centre"
1091891000000106,B-cell Hodgkin's lymphoma
1091921000000103,B-cell non-Hodgkin's lymphoma
109962001,Diffuse non-Hodgkin's lymphoma
109964000,"Diffuse non-Hodgkin's lymphoma, undifferentiated"
109965004,"Diffuse non-Hodgkin's lymphoma, lymphoblastic"
109966003,"Diffuse non-Hodgkin's lymphoma, immunoblastic"
109967007,"Diffuse non-Hodgkin's lymphoma, small cleaved cell"
109968002,"Diffuse non-Hodgkin's lymphoma, small cell"
109969005,Diffuse large B-cell malignant lymphoma
109970006,"Follicular non-Hodgkin's lymphoma, small cleaved cell"
109971005,"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell"
109972003,"Follicular non-Hodgkin's lymphoma, large cell"
109975001,T-zone lymphoma
109976000,Lymphoepithelioid lymphoma
109977009,Peripheral T-cell lymphoma
109978004,T-cell lymphoma
109979007,B-cell lymphoma
109981009,Waldenström macroglobulinemia
109982002,Alpha heavy chain disease
109983007,Monoclonal gammopathy
109984001,Gamma heavy chain disease
109985000,Immunoproliferative small intestinal disease
109989006,Multiple myeloma
109991003,Acute panmyelosis with myelofibrosis
109993000,Chronic myeloproliferative disorder (clinical)
109996008,"Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts"
110000005,Refractory anemia with excess blasts in transformation
110002002,Mast cell leukemia
110004001,"Acute promyelocytic leukemia, FAB M3"
110005000,"Acute myelomonocytic leukemia, FAB M4"
110006004,Prolymphocytic leukemia
110007008,Adult T-cell leukemia/lymphoma
111037009,Basophilic hyperplasia
111396008,Chédiak-Higashi syndrome
111583006,Leukocytosis
111584000,Reticular dysgenesis
111585004,Neutropenia associated with autoimmune disease
111587007,Severe combined immunodeficiency due to absent interleukin-2 receptor
111880001,Acute human immunodeficiency virus infection
1142045004,Primary human immunodeficiency virus infection
1142046003,Pityriasis rubra pilaris due to human immunodeficiency virus infection
1142049005,Parasitic disease due to human immunodeficiency virus infection
1142055000,Human immunodeficiency virus modified skin disease
1144907001,Late acute graft-versus-host disease
1144908006,Late chronic graft-versus-host disease
1144933009,Recurrent infection due to immunoglobulin isotype deficiency
1144963000,Acute on chronic graft-versus-host disease
1148845007,Follicular lymphoma grade 3b
1148851002,Follicular lymphoma grade 3a
1148863007,Disorder of skin due to human immunodeficiency virus infection
1148888004,Nodular glomerulosclerosis due to heavy chain deposition disease
1148890003,Hemophagocytic lymphohistiocytosis due to malignant disease
1148906001,Acute myeloid leukemia with t(8;21)(q22;q22) RUNX1-RUNX1T1
1148911004,Gouty arthropathy due to double heterozygous sickling disorder
1148919002,Disorder of glomerulus due to double heterozygous sickling disorder
1153336009,Pediatric nodal marginal zone B cell lymphoma
1153341001,Myeloproliferative hypereosinophilic syndrome
1153346006,Primary non-Hodgkin malignant lymphoma of uveal tract
1153347002,Primary non-Hodgkin malignant lymphoma of vitreoretinal tract
1153348007,Primary effusion lymphoma due to human immune deficiency virus infection
1153354008,Malignant lymphoma of duodenum
1153355009,Malignant lymphoma of esophagus
1153356005,Lymphoma of anus
1153357001,Lymphoma of appendix
1153374001,Myelofibrosis caused by drug
1153377008,Mixed phenotype acute leukemia with t(9;22) (q34;q11.2); BCR-ABL1
1153379006,Mixed phenotype acute leukemia with T-cell and myeloid lineage
1153381008,Mixed phenotype acute leukemia with myeloid and B-cell lymphoid phenotypes
1153382001,Malignant lymphoma of lacrimal gland
1153383006,Malignant lymphoma of liver
1153397003,Hydroa vacciniforme-like cutaneous T-cell lymphoma
1153412006,Acute chest syndrome due to sickle cell thalassemia with crisis
1153413001,Acute sequestration of spleen due to sickle cell thalassemia with crisis
1153414007,Acute chest syndrome due to sickle cell hemoglobin C disease with crisis
1153415008,Acute sequestration of spleen due to sickle cell hemoglobin C disease with crisis
1153417000,Secondary hemophagocytic lymphohistiocytosis
1156296001,Acquired neutropenia
1156403002,Composite Hodgkin and non-Hodgkin lymphoma
1156495004,Dendritic cell sarcoma
1156584007,X-linked intellectual disability hypotonic face syndrome
1156801007,Macrophage activation syndrome due to juvenile systemic onset arthritis
1157157006,Acute myeloid leukemia with 11q23 abnormality
1157162007,Intravascular large B-cell lymphoma
11603001,Sickle cell retinopathy
116133005,Congenital agammaglobulinemia
1162263002,Complement component 8 deficiency
1162264008,Malignant lymphoma of uveal tract
1162531007,Acute myeloid leukemia in complete remission
1162828001,X-linked lymphoproliferative disease due to SH2D1A deficiency
1162830004,X-linked lymphoproliferative disease due to XIAP deficiency
1163092001,Ataxia due to disorder of immune function
116691000119101,Marginal zone lymphoma of spleen
116811000119106,Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of lower limb
116821000119104,Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of upper limb
116841000119105,Marginal zone lymphoma of lymph nodes of multiple sites
116871000119103,Mantle cell lymphoma of lymph nodes of multiple sites
117211000119105,Peripheral T-cell lymphoma of lymph nodes of multiple sites
1172704005,High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements
1172892009,Autosomal recessive mendelian susceptibility to mycobacterial disease due to complete RAR related orphan receptor C receptor mutation
1172895006,Mendelian susceptibility to mycobacterial disease
1172966001,Multiple carboxylase deficiency
1173999006,Interleukin 21 related infantile inflammatory bowel disease
1177120001,Bronchiolitis obliterans syndrome following allogeneic stem cell transplant
1177173001,"Congenital progressive bone marrow failure, B-cell immunodeficiency, skeletal dysplasia syndrome"
1177175008,"Skeletal dysplasia, T-cell immunodeficiency, developmental delay syndrome"
1179284005,Severe combined immunodeficiency due to linker for activation of T cells deficiency
1179285006,Combined immunodeficiency due to moesin deficiency
1179286007,Combined immunodeficiency due to GINS complex subunit 1 deficiency
1179288008,Combined immunodeficiency due to transferrin receptor deficiency
1179300002,B-cell expansion with nuclear factor kappa light chain enhancer of activated B cells and T-cell anergy disease
1184703009,Periodontitis due to infantile genetic agranulocytosis
118599009,Hodgkin's disease
118600007,Malignant lymphoma
118601006,Non-Hodgkin's lymphoma
118602004,Hodgkin's granuloma
118605002,"Hodgkin lymphoma, nodular lymphocyte predominance"
118606001,Hodgkin's sarcoma
118607005,"Hodgkin lymphoma, lymphocyte-rich"
118608000,"Hodgkin's disease, nodular sclerosis"
118609008,"Hodgkin's disease, mixed cellularity"
118610003,"Hodgkin's disease, lymphocytic depletion"
118611004,Sézary's disease
118612006,Malignant histiocytosis
118613001,Hairy cell leukemia
118614007,"Langerhans cell histiocytosis, disseminated"
118615008,Malignant mast cell tumor
118617000,Burkitt's lymphoma
118618005,Mycosis fungoides
1186652002,"Inflammatory bowel disease, recurrent sinopulmonary infection syndrome"
1186654001,"Immune dysregulation, inflammatory bowel disease, arthritis, recurrent infection, lymphopenia syndrome"
1186712009,Combined immunodeficiency due to capping protein regulator and myosin 1 linker 2 deficiency
1186714005,Combined immunodeficiency due to interleukin-2 inducible T cell kinase deficiency
1186715006,Combined immunodeficiency due to CD70 deficiency
1186719000,Predisposition to invasive fungal disease due to caspase recruitment domain family member 9 deficiency
