code,term
101421000119107,Dementia due to Parkinson's disease
10349009,Multi-infarct dementia with delirium
10532003,"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression"
105421000119105,Early onset Alzheimer's disease with behavioral disturbance
106021000119105,Multi-infarct dementia due to atherosclerosis
1089501000000102,Presenile dementia with psychosis
1089521000000106,Predominantly cortical dementia
1089531000000108,Predominantly cortical vascular dementia
111480006,Psychoactive substance-induced organic dementia
1148924004,Dementia due to deficiency of folic acid
1156789004,Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein
1156798001,Autosomal dominant Alzheimer disease due to mutation of presenilin 2
1156800008,Autosomal dominant Alzheimer disease due to mutation of presenilin 1
1186724002,HtrA serine peptidase 1-related autosomal dominant cerebral small vessel disease
1186877003,Dementia due to vitamin E deficiency
1186879000,Dementia due to thiamine deficiency
1186880002,Dementia due to cobalamin deficiency
1186881003,Dementia due to niacin deficiency
1186883000,Dementia due to nutritional deficiency disorder
1186887004,Dementia caused by manganese and/or manganese compound
1187004001,Chronic traumatic encephalopathy
1187126002,Integral membrane protein 2B related amyloidosis
12348006,Presenile dementia
1259124000,Amyotrophic lateral sclerosis with frontotemporal dementia
1259128002,Alzheimer's disease with psychosis
1259465009,Dementia due to hepatic failure
1259467001,Dementia due to hypercalcemia
1259469003,Dementia due to Gerstmann Straussler Scheinker syndrome
1259471003,Dementia due to Hashimoto encephalopathy
1259473000,Dementia due to fragile X syndrome
1259476008,Dementia due to genetic disease
1259478009,Dementia due to familial Creutzfeldt-Jakob disease
1259480003,Dementia due to fatal familial insomnia
1259485008,Dementia due to cerebral vasculitis
1259488005,Dementia due to cerebral amyloid angiopathy
1259492003,Dementia due to metastatic malignant neoplasm to brain
1259494002,Dementia due to leukodystrophy
1259496000,Dementia due to Lyme disease
1259499007,Dementia due to hemorrhagic cerebral infarction due to hypertension
1259501004,Dementia due to kuru
1259503001,Dementia due to iatrogenic Creutzfeldt-Jakob disease
1259511006,Dementia due to Wilson disease
1259513009,Dementia due to Whipple disease
1259517005,Dementia due to systemic lupus erythematosus
1259519008,Dementia due to subacute sclerosing panencephalitis
1259522005,Dementia due to variant Creutzfeldt-Jakob disease
1259524006,Dementia due to trypanosomiasis
1259529001,Dementia due to sporadic Creutzfeldt-Jakob disease
1259531005,Dementia due to hypertensive encephalopathy
1259579003,Dementia due to Behcet syndrome
1259581001,Dementia due to celiac disease
1259584009,Dementia due to and following dialysis
1259586006,Dementia due to autoimmune encephalitis
1259591007,Dementia due to acquired hypothyroidism
1259656006,Dementia due to renal failure
1259661008,Dementia due to inflammatory disorder of musculoskeletal system
1259663006,Dementia due to polyarteritis nodosa
1259665004,Dementia due to progressive subcortical gliosis
1259667007,Dementia due to paraneoplastic encephalitis
1259673008,Dementia due to neurofilament inclusion body disease
1259675001,Dementia due to obstructive hydrocephalus
1259677009,Dementia due to multiple system atrophy
1259679007,Dementia due to atypical pantothenate kinase associated neurodegeneration
1259990004,Dementia due to classical pantothenate kinase associated neurodegeneration
1260328002,Familial multiple system deposition of tau protein
1260352009,Frontotemporal dementia due to TARDBP mutation
1260353004,Frontotemporal dementia due to VCP mutation
1260354005,Frontotemporal dementia due to C9orf72 mutation
1260355006,Frontotemporal dementia due to FUS mutation
1263555006,Logopenic non-amnestic Alzheimer disease
1263585001,Frontal variant non-amnestic Alzheimer disease
130121000119104,Dementia due to Rett syndrome
1339031006,Dementia caused by ionizing radiation
135811000119107,Lewy body dementia with behavioral disturbance
1363184005,Early onset dementia due to Lewy body disease
1363185006,Dementia due to Lewy body disease
14070001,Multi-infarct dementia with depression
141991000119109,Alzheimer's disease with delusions
142001000119106,Alzheimer's disease with depressed mood
142011000119109,Alzheimer's disease with delirium
15662003,Senile dementia
1581000119101,Dementia of the Alzheimer type with behavioral disturbance
1591000119103,Dementia with behavioral disturbance
16219201000119101,Late onset Alzheimer's dementia with behavioral disturbance
16276361000119109,Vascular dementia without behavioral disturbance
191449005,Uncomplicated senile dementia
191451009,Uncomplicated presenile dementia
191452002,Presenile dementia with delirium
191454001,Presenile dementia with paranoia
191455000,Presenile dementia with depression
191457008,Senile dementia with depressive or paranoid features
191458003,Senile dementia with paranoia
191459006,Senile dementia with depression
191461002,Senile dementia with delirium
191463004,Uncomplicated arteriosclerotic dementia
191464005,Arteriosclerotic dementia with delirium
191465006,Arteriosclerotic dementia with paranoia
191466007,Arteriosclerotic dementia with depression
191493005,Dementia caused by drug
191519005,Dementia associated with another disease
21921000119103,Dementia co-occurrent and due to Pick's disease
22381000119105,Primary degenerative dementia
230265002,Familial Alzheimer's disease of early onset
230266001,Non-familial Alzheimer's disease of early onset
230267005,Familial Alzheimer's disease of late onset
230268000,Non-familial Alzheimer's disease of late onset
230269008,Focal Alzheimer's disease
230270009,Frontotemporal dementia
230271008,Pick's disease with Pick bodies
230272001,Pick's disease with Pick cells and no Pick bodies
230274000,Frontal lobe degeneration with motor neurone disease
230280008,Alzheimer's disease with progressive aphasia
230282000,Post-traumatic dementia
230285003,Vascular dementia of acute onset
230286002,Subcortical vascular dementia
230287006,Mixed cortical and subcortical vascular dementia
230288001,Semantic dementia
230289009,Patchy dementia
230299004,Juvenile onset Huntington's disease
